time,temperature_2m,city
2025-06-05T01:00,14.4,Moscow
2025-06-05T02:00,13.7,Moscow
2025-06-05T03:00,12.4,Moscow
2025-06-05T04:00,12.1,Moscow
2025-06-05T05:00,11.9,Moscow
2025-06-05T06:00,12.8,Moscow
2025-06-05T07:00,14.9,Moscow
2025-06-05T08:00,17.3,Moscow
2025-06-05T09:00,20.1,Moscow
2025-06-05T10:00,21.4,Moscow
2025-06-05T11:00,22.2,Moscow
2025-06-05T12:00,23.2,Moscow
2025-06-05T13:00,24.0,Moscow
2025-06-05T14:00,24.6,Moscow
2025-06-05T15:00,24.9,Moscow
2025-06-05T16:00,25.1,Moscow
2025-06-05T17:00,25.0,Moscow
2025-06-05T18:00,24.7,Moscow
2025-06-05T19:00,24.2,Moscow
2025-06-05T20:00,23.2,Moscow
2025-06-05T21:00,21.6,Moscow
2025-06-05T22:00,20.1,Moscow
2025-06-05T23:00,19.1,Moscow
2025-06-06T00:00,17.7,Moscow
2025-06-06T01:00,16.8,Moscow
2025-06-06T02:00,16.1,Moscow
2025-06-06T03:00,15.6,Moscow
2025-06-06T04:00,15.1,Moscow
2025-06-06T05:00,15.4,Moscow
2025-06-06T06:00,16.6,Moscow
2025-06-06T07:00,18.0,Moscow
2025-06-06T08:00,18.2,Moscow
2025-06-06T09:00,20.5,Moscow
2025-06-06T10:00,22.2,Moscow
2025-06-06T11:00,23.1,Moscow
2025-06-06T12:00,23.4,Moscow
2025-06-06T13:00,24.7,Moscow
2025-06-06T14:00,25.1,Moscow
2025-06-06T15:00,26.2,Moscow
2025-06-06T16:00,26.1,Moscow
2025-06-06T17:00,26.2,Moscow
2025-06-06T18:00,25.9,Moscow
2025-06-06T19:00,25.3,Moscow
2025-06-06T20:00,24.3,Moscow
2025-06-06T21:00,23.1,Moscow
2025-06-06T22:00,21.9,Moscow
2025-06-06T23:00,20.9,Moscow
2025-06-07T00:00,19.4,Moscow
2025-06-07T01:00,18.8,Moscow
2025-06-07T02:00,18.3,Moscow
2025-06-07T03:00,17.6,Moscow
2025-06-07T04:00,17.4,Moscow
2025-06-07T05:00,17.2,Moscow
2025-06-07T06:00,17.9,Moscow
2025-06-07T07:00,19.8,Moscow
2025-06-07T08:00,21.7,Moscow
2025-06-07T09:00,23.5,Moscow
2025-06-07T10:00,24.7,Moscow
2025-06-07T11:00,25.6,Moscow
2025-06-07T12:00,26.5,Moscow
2025-06-07T13:00,26.6,Moscow
2025-06-07T14:00,24.6,Moscow
2025-06-07T15:00,26.7,Moscow
2025-06-07T16:00,26.8,Moscow
2025-06-07T17:00,24.5,Moscow
2025-06-07T18:00,25.6,Moscow
2025-06-07T19:00,25.4,Moscow
2025-06-07T20:00,24.0,Moscow
2025-06-07T21:00,22.7,Moscow
2025-06-07T22:00,21.9,Moscow
2025-06-07T23:00,21.0,Moscow
2025-06-08T00:00,19.0,Moscow
2025-06-08T01:00,18.4,Moscow
2025-06-08T02:00,17.6,Moscow
2025-06-08T03:00,16.9,Moscow
2025-06-08T04:00,16.3,Moscow
2025-06-08T05:00,16.3,Moscow
2025-06-08T06:00,17.5,Moscow
2025-06-08T07:00,19.7,Moscow
2025-06-08T08:00,22.1,Moscow
2025-06-08T09:00,24.0,Moscow
2025-06-08T10:00,25.7,Moscow
2025-06-08T11:00,26.7,Moscow
2025-06-08T12:00,27.3,Moscow
2025-06-08T13:00,28.6,Moscow
2025-06-08T14:00,27.7,Moscow
2025-06-08T15:00,25.3,Moscow
2025-06-08T16:00,26.8,Moscow
2025-06-08T17:00,27.5,Moscow
2025-06-08T18:00,26.8,Moscow
2025-06-08T19:00,24.6,Moscow
2025-06-08T20:00,23.8,Moscow
2025-06-08T21:00,22.4,Moscow
2025-06-08T22:00,21.4,Moscow
2025-06-08T23:00,20.7,Moscow
2025-06-09T00:00,19.7,Moscow
2025-06-09T01:00,19.3,Moscow
2025-06-09T02:00,18.8,Moscow
2025-06-09T03:00,18.1,Moscow
2025-06-09T04:00,18.0,Moscow
2025-06-09T05:00,18.0,Moscow
2025-06-09T06:00,18.3,Moscow
2025-06-09T07:00,20.0,Moscow
2025-06-09T08:00,21.8,Moscow
2025-06-09T09:00,23.8,Moscow
2025-06-09T10:00,25.5,Moscow
2025-06-09T11:00,27.0,Moscow
2025-06-09T12:00,27.8,Moscow
2025-06-09T13:00,27.8,Moscow
2025-06-09T14:00,28.2,Moscow
2025-06-09T15:00,29.0,Moscow
2025-06-09T16:00,26.9,Moscow
2025-06-09T17:00,26.5,Moscow
2025-06-09T18:00,25.6,Moscow
2025-06-09T19:00,24.9,Moscow
2025-06-09T20:00,23.5,Moscow
2025-06-09T21:00,22.1,Moscow
2025-06-09T22:00,20.7,Moscow
2025-06-09T23:00,19.5,Moscow
2025-06-10T00:00,18.3,Moscow
2025-06-10T01:00,17.1,Moscow
2025-06-10T02:00,16.0,Moscow
2025-06-10T03:00,14.9,Moscow
2025-06-10T04:00,13.9,Moscow
2025-06-10T05:00,13.4,Moscow
2025-06-10T06:00,13.5,Moscow
2025-06-10T07:00,13.9,Moscow
2025-06-10T08:00,14.9,Moscow
2025-06-10T09:00,16.1,Moscow
2025-06-10T10:00,17.3,Moscow
2025-06-10T11:00,19.0,Moscow
2025-06-10T12:00,20.1,Moscow
2025-06-10T13:00,20.9,Moscow
2025-06-10T14:00,21.4,Moscow
2025-06-10T15:00,21.7,Moscow
2025-06-10T16:00,21.4,Moscow
2025-06-10T17:00,20.9,Moscow
2025-06-10T18:00,20.4,Moscow
2025-06-10T19:00,19.8,Moscow
2025-06-10T20:00,19.0,Moscow
2025-06-10T21:00,17.9,Moscow
2025-06-10T22:00,16.4,Moscow
2025-06-10T23:00,15.2,Moscow
2025-05-11T00:00,13.5,London
2025-05-11T01:00,12.7,London
2025-05-11T02:00,12.3,London
2025-05-11T03:00,12.0,London
2025-05-11T04:00,11.5,London
2025-05-11T05:00,11.3,London
2025-05-11T06:00,11.3,London
2025-05-11T07:00,11.4,London
2025-05-11T08:00,13.0,London
2025-05-11T09:00,15.1,London
2025-05-11T10:00,17.9,London
2025-05-11T11:00,20.2,London
2025-05-11T12:00,21.4,London
2025-05-11T13:00,22.4,London
2025-05-11T14:00,22.9,London
2025-05-11T15:00,23.3,London
2025-05-11T16:00,23.2,London
2025-05-11T17:00,23.1,London
2025-05-11T18:00,22.5,London
2025-05-11T19:00,21.7,London
2025-05-11T20:00,20.3,London
2025-05-11T21:00,18.9,London
2025-05-11T22:00,18.0,London
2025-05-11T23:00,17.7,London
2025-05-12T00:00,17.0,London
2025-05-12T01:00,16.9,London
2025-05-12T02:00,16.4,London
2025-05-12T03:00,16.3,London
2025-05-12T04:00,15.9,London
2025-05-12T05:00,15.3,London
2025-05-12T06:00,15.0,London
2025-05-12T07:00,15.6,London
2025-05-12T08:00,16.5,London
2025-05-12T09:00,17.4,London
2025-05-12T10:00,18.8,London
2025-05-12T11:00,19.7,London
2025-05-12T12:00,20.9,London
2025-05-12T13:00,21.8,London
2025-05-12T14:00,22.4,London
2025-05-12T15:00,22.5,London
2025-05-12T16:00,23.5,London
2025-05-12T17:00,21.9,London
2025-05-12T18:00,21.5,London
2025-05-12T19:00,20.6,London
2025-05-12T20:00,20.1,London
2025-05-12T21:00,19.4,London
2025-05-12T22:00,18.9,London
2025-05-12T23:00,18.2,London
2025-05-13T00:00,17.6,London
2025-05-13T01:00,17.4,London
2025-05-13T02:00,16.4,London
2025-05-13T03:00,16.0,London
2025-05-13T04:00,15.6,London
2025-05-13T05:00,15.0,London
2025-05-13T06:00,14.1,London
2025-05-13T07:00,13.6,London
2025-05-13T08:00,14.0,London
2025-05-13T09:00,15.3,London
2025-05-13T10:00,17.0,London
2025-05-13T11:00,19.0,London
2025-05-13T12:00,20.8,London
2025-05-13T13:00,22.4,London
2025-05-13T14:00,23.1,London
2025-05-13T15:00,23.0,London
2025-05-13T16:00,22.3,London
2025-05-13T17:00,21.6,London
2025-05-13T18:00,20.5,London
2025-05-13T19:00,19.7,London
2025-05-13T20:00,18.6,London
2025-05-13T21:00,17.4,London
2025-05-13T22:00,16.6,London
2025-05-13T23:00,15.9,London
2025-05-14T00:00,15.0,London
2025-05-14T01:00,13.4,London
2025-05-14T02:00,12.4,London
2025-05-14T03:00,11.7,London
2025-05-14T04:00,10.8,London
2025-05-14T05:00,10.3,London
2025-05-14T06:00,9.8,London
2025-05-14T07:00,9.8,London
2025-05-14T08:00,11.0,London
2025-05-14T09:00,12.8,London
2025-05-14T10:00,15.2,London
2025-05-14T11:00,17.8,London
2025-05-14T12:00,19.8,London
2025-05-14T13:00,21.0,London
2025-05-14T14:00,21.9,London
2025-05-14T15:00,22.4,London
2025-05-14T16:00,21.4,London
2025-05-14T17:00,20.6,London
2025-05-14T18:00,19.8,London
2025-05-14T19:00,18.8,London
2025-05-14T20:00,17.9,London
2025-05-14T21:00,16.0,London
2025-05-14T22:00,14.3,London
2025-05-14T23:00,12.4,London
2025-05-15T00:00,11.2,London
2025-05-15T01:00,10.5,London
2025-05-15T02:00,9.9,London
2025-05-15T03:00,9.3,London
2025-05-15T04:00,9.4,London
2025-05-15T05:00,9.1,London
2025-05-15T06:00,9.1,London
2025-05-15T07:00,9.6,London
2025-05-15T08:00,10.3,London
2025-05-15T09:00,11.1,London
2025-05-15T10:00,12.0,London
2025-05-15T11:00,12.7,London
2025-05-15T12:00,13.5,London
2025-05-15T13:00,13.5,London
2025-05-15T14:00,13.9,London
2025-05-15T15:00,14.2,London
2025-05-15T16:00,13.9,London
2025-05-15T17:00,14.0,London
2025-05-15T18:00,13.8,London
2025-05-15T19:00,13.8,London
2025-05-15T20:00,13.7,London
2025-05-15T21:00,13.4,London
2025-05-15T22:00,12.8,London
2025-05-15T23:00,12.5,London
2025-05-16T00:00,11.6,London
2025-05-16T01:00,10.6,London
2025-05-16T02:00,9.8,London
2025-05-16T03:00,9.3,London
2025-05-16T04:00,8.8,London
2025-05-16T05:00,8.6,London
2025-05-16T06:00,8.5,London
2025-05-16T07:00,8.5,London
2025-05-16T08:00,9.5,London
2025-05-16T09:00,10.8,London
2025-05-16T10:00,12.9,London
2025-05-16T11:00,14.5,London
2025-05-16T12:00,15.8,London
2025-05-16T13:00,16.9,London
2025-05-16T14:00,16.6,London
2025-05-16T15:00,16.7,London
2025-05-16T16:00,17.5,London
2025-05-16T17:00,17.7,London
2025-05-16T18:00,17.3,London
2025-05-16T19:00,16.5,London
2025-05-16T20:00,14.8,London
2025-05-16T21:00,12.6,London
2025-05-16T22:00,11.5,London
2025-05-16T23:00,11.0,London
2025-05-17T00:00,10.8,London
2025-05-17T01:00,10.6,London
2025-05-17T02:00,10.6,London
2025-05-17T03:00,10.3,London
2025-05-17T04:00,9.9,London
2025-05-17T05:00,9.6,London
2025-05-17T06:00,9.8,London
2025-05-17T07:00,10.3,London
2025-05-17T08:00,10.7,London
2025-05-17T09:00,11.6,London
2025-05-17T10:00,12.5,London
2025-05-17T11:00,13.7,London
2025-05-17T12:00,15.0,London
2025-05-17T13:00,16.5,London
2025-05-17T14:00,17.4,London
2025-05-17T15:00,18.2,London
2025-05-17T16:00,18.7,London
2025-05-17T17:00,18.9,London
2025-05-17T18:00,18.6,London
2025-05-17T19:00,18.4,London
2025-05-17T20:00,17.9,London
2025-05-17T21:00,17.0,London
2025-05-17T22:00,16.0,London
2025-05-17T23:00,15.3,London
2025-05-18T00:00,14.2,London
2025-05-18T01:00,12.3,London
2025-05-18T02:00,11.3,London
2025-05-18T03:00,10.0,London
2025-05-18T04:00,10.7,London
2025-05-18T05:00,10.2,London
2025-05-18T06:00,9.7,London
2025-05-18T07:00,9.6,London
2025-05-18T08:00,10.3,London
2025-05-18T09:00,11.3,London
2025-05-18T10:00,11.9,London
2025-05-18T11:00,12.7,London
2025-05-18T12:00,13.6,London
2025-05-18T13:00,13.8,London
2025-05-18T14:00,15.1,London
2025-05-18T15:00,16.6,London
2025-05-18T16:00,15.7,London
2025-05-18T17:00,16.1,London
2025-05-18T18:00,17.0,London
2025-05-18T19:00,16.6,London
2025-05-18T20:00,16.1,London
2025-05-18T21:00,15.3,London
2025-05-18T22:00,13.5,London
2025-05-18T23:00,12.8,London
2025-05-19T00:00,12.4,London
2025-05-19T01:00,12.0,London
2025-05-19T02:00,11.6,London
2025-05-19T03:00,11.2,London
2025-05-19T04:00,11.1,London
2025-05-19T05:00,10.7,London
2025-05-19T06:00,10.6,London
2025-05-19T07:00,10.8,London
2025-05-19T08:00,11.4,London
2025-05-19T09:00,12.4,London
2025-05-19T10:00,13.1,London
2025-05-19T11:00,14.3,London
2025-05-19T12:00,15.5,London
2025-05-19T13:00,16.3,London
2025-05-19T14:00,17.7,London
2025-05-19T15:00,18.7,London
2025-05-19T16:00,19.1,London
2025-05-19T17:00,18.8,London
2025-05-19T18:00,18.4,London
2025-05-19T19:00,17.5,London
2025-05-19T20:00,16.1,London
2025-05-19T21:00,15.2,London
2025-05-19T22:00,14.1,London
2025-05-19T23:00,13.3,London
2025-05-20T00:00,12.8,London
2025-05-20T01:00,12.0,London
2025-05-20T02:00,11.3,London
2025-05-20T03:00,10.7,London
2025-05-20T04:00,9.9,London
2025-05-20T05:00,9.5,London
2025-05-20T06:00,9.3,London
2025-05-20T07:00,9.4,London
2025-05-20T08:00,10.8,London
2025-05-20T09:00,12.6,London
2025-05-20T10:00,14.5,London
2025-05-20T11:00,16.2,London
2025-05-20T12:00,18.0,London
2025-05-20T13:00,19.4,London
2025-05-20T14:00,20.4,London
2025-05-20T15:00,21.1,London
2025-05-20T16:00,21.8,London
2025-05-20T17:00,21.8,London
2025-05-20T18:00,21.7,London
2025-05-20T19:00,21.1,London
2025-05-20T20:00,19.9,London
2025-05-20T21:00,18.4,London
2025-05-20T22:00,17.4,London
2025-05-20T23:00,16.6,London
2025-05-21T00:00,16.3,London
2025-05-21T01:00,15.8,London
2025-05-21T02:00,15.3,London
2025-05-21T03:00,15.0,London
2025-05-21T04:00,14.6,London
2025-05-21T05:00,14.5,London
2025-05-21T06:00,14.1,London
2025-05-21T07:00,13.1,London
2025-05-21T08:00,13.7,London
2025-05-21T09:00,14.1,London
2025-05-21T10:00,14.0,London
2025-05-21T11:00,15.0,London
2025-05-21T12:00,16.2,London
2025-05-21T13:00,17.6,London
2025-05-21T14:00,18.3,London
2025-05-21T15:00,18.0,London
2025-05-21T16:00,18.6,London
2025-05-21T17:00,18.6,London
2025-05-21T18:00,18.1,London
2025-05-21T19:00,17.3,London
2025-05-21T20:00,16.1,London
2025-05-21T21:00,14.8,London
2025-05-21T22:00,13.9,London
2025-05-21T23:00,12.7,London
2025-05-22T00:00,11.7,London
2025-05-22T01:00,11.0,London
2025-05-22T02:00,10.4,London
2025-05-22T03:00,9.9,London
2025-05-22T04:00,9.3,London
2025-05-22T05:00,9.1,London
2025-05-22T06:00,9.0,London
2025-05-22T07:00,8.9,London
2025-05-22T08:00,9.7,London
2025-05-22T09:00,10.9,London
2025-05-22T10:00,12.2,London
2025-05-22T11:00,13.0,London
2025-05-22T12:00,14.1,London
2025-05-22T13:00,14.4,London
2025-05-22T14:00,14.2,London
2025-05-22T15:00,14.1,London
2025-05-22T16:00,13.6,London
2025-05-22T17:00,14.0,London
2025-05-22T18:00,14.3,London
2025-05-22T19:00,13.9,London
2025-05-22T20:00,13.9,London
2025-05-22T21:00,13.2,London
2025-05-22T22:00,12.6,London
2025-05-22T23:00,11.9,London
2025-05-23T00:00,10.9,London
2025-05-23T01:00,10.5,London
2025-05-23T02:00,9.9,London
2025-05-23T03:00,9.5,London
2025-05-23T04:00,9.0,London
2025-05-23T05:00,8.7,London
2025-05-23T06:00,8.7,London
2025-05-23T07:00,9.2,London
2025-05-23T08:00,10.4,London
2025-05-23T09:00,11.9,London
2025-05-23T10:00,13.6,London
2025-05-23T11:00,14.9,London
2025-05-23T12:00,16.1,London
2025-05-23T13:00,17.1,London
2025-05-23T14:00,18.0,London
2025-05-23T15:00,18.4,London
2025-05-23T16:00,19.2,London
2025-05-23T17:00,18.2,London
2025-05-23T18:00,18.1,London
2025-05-23T19:00,17.2,London
2025-05-23T20:00,16.5,London
2025-05-23T21:00,15.5,London
2025-05-23T22:00,14.5,London
2025-05-23T23:00,14.2,London
2025-05-24T00:00,13.8,London
2025-05-24T01:00,13.8,London
2025-05-24T02:00,13.8,London
2025-05-24T03:00,13.8,London
2025-05-24T04:00,13.6,London
2025-05-24T05:00,13.2,London
2025-05-24T06:00,13.3,London
2025-05-24T07:00,13.6,London
2025-05-24T08:00,14.4,London
2025-05-24T09:00,15.8,London
2025-05-24T10:00,16.4,London
2025-05-24T11:00,17.7,London
2025-05-24T12:00,18.8,London
2025-05-24T13:00,19.3,London
2025-05-24T14:00,20.2,London
2025-05-24T15:00,20.6,London
2025-05-24T16:00,19.9,London
2025-05-24T17:00,20.2,London
2025-05-24T18:00,20.1,London
2025-05-24T19:00,19.0,London
2025-05-24T20:00,18.9,London
2025-05-24T21:00,17.7,London
2025-05-24T22:00,16.4,London
2025-05-24T23:00,16.1,London
2025-05-25T00:00,15.8,London
2025-05-25T01:00,15.6,London
2025-05-25T02:00,15.4,London
2025-05-25T03:00,15.5,London
2025-05-25T04:00,15.4,London
2025-05-25T05:00,15.5,London
2025-05-25T06:00,15.7,London
2025-05-25T07:00,15.6,London
2025-05-25T08:00,15.9,London
2025-05-25T09:00,16.5,London
2025-05-25T10:00,16.6,London
2025-05-25T11:00,17.4,London
2025-05-25T12:00,18.2,London
2025-05-25T13:00,18.7,London
2025-05-25T14:00,19.2,London
2025-05-25T15:00,19.0,London
2025-05-25T16:00,19.3,London
2025-05-25T17:00,18.8,London
2025-05-25T18:00,18.1,London
2025-05-25T19:00,17.9,London
2025-05-25T20:00,17.1,London
2025-05-25T21:00,15.7,London
2025-05-25T22:00,14.8,London
2025-05-25T23:00,13.7,London
2025-05-26T00:00,13.0,London
2025-05-26T01:00,12.8,London
2025-05-26T02:00,12.3,London
2025-05-26T03:00,11.9,London
2025-05-26T04:00,11.6,London
2025-05-26T05:00,11.2,London
2025-05-26T06:00,11.2,London
2025-05-26T07:00,11.8,London
2025-05-26T08:00,12.7,London
2025-05-26T09:00,14.0,London
2025-05-26T10:00,15.3,London
2025-05-26T11:00,16.2,London
2025-05-26T12:00,17.0,London
2025-05-26T13:00,16.4,London
2025-05-26T14:00,16.8,London
2025-05-26T15:00,16.4,London
2025-05-26T16:00,17.5,London
2025-05-26T17:00,17.4,London
2025-05-26T18:00,16.8,London
2025-05-26T19:00,16.0,London
2025-05-26T20:00,15.5,London
2025-05-26T21:00,14.9,London
2025-05-26T22:00,14.3,London
2025-05-26T23:00,13.9,London
2025-05-27T00:00,14.1,London
2025-05-27T01:00,13.9,London
2025-05-27T02:00,14.1,London
2025-05-27T03:00,14.6,London
2025-05-27T04:00,14.5,London
2025-05-27T05:00,14.7,London
2025-05-27T06:00,14.9,London
2025-05-27T07:00,14.8,London
2025-05-27T08:00,15.1,London
2025-05-27T09:00,15.4,London
2025-05-27T10:00,15.9,London
2025-05-27T11:00,15.7,London
2025-05-27T12:00,15.8,London
2025-05-27T13:00,14.4,London
2025-05-27T14:00,16.4,London
2025-05-27T15:00,16.7,London
2025-05-27T16:00,16.4,London
2025-05-27T17:00,16.3,London
2025-05-27T18:00,16.5,London
2025-05-27T19:00,16.0,London
2025-05-27T20:00,16.2,London
2025-05-27T21:00,16.2,London
2025-05-27T22:00,15.7,London
2025-05-27T23:00,15.5,London
2025-05-28T00:00,15.8,London
2025-05-28T01:00,15.5,London
2025-05-28T02:00,15.6,London
2025-05-28T03:00,15.6,London
2025-05-28T04:00,15.3,London
2025-05-28T05:00,15.3,London
2025-05-28T06:00,15.2,London
2025-05-28T07:00,15.2,London
2025-05-28T08:00,15.4,London
2025-05-28T09:00,16.1,London
2025-05-28T10:00,16.8,London
2025-05-28T11:00,17.8,London
2025-05-28T12:00,17.9,London
2025-05-28T13:00,19.1,London
2025-05-28T14:00,20.0,London
2025-05-28T15:00,20.8,London
2025-05-28T16:00,20.7,London
2025-05-28T17:00,20.6,London
2025-05-28T18:00,20.4,London
2025-05-28T19:00,20.4,London
2025-05-28T20:00,19.6,London
2025-05-28T21:00,19.1,London
2025-05-28T22:00,17.9,London
2025-05-28T23:00,16.7,London
2025-05-29T00:00,15.9,London
2025-05-29T01:00,15.4,London
2025-05-29T02:00,14.8,London
2025-05-29T03:00,14.6,London
2025-05-29T04:00,14.8,London
2025-05-29T05:00,14.6,London
2025-05-29T06:00,14.6,London
2025-05-29T07:00,14.4,London
2025-05-29T08:00,15.4,London
2025-05-29T09:00,17.0,London
2025-05-29T10:00,18.4,London
2025-05-29T11:00,19.7,London
2025-05-29T12:00,19.5,London
2025-05-29T13:00,22.0,London
2025-05-29T14:00,22.5,London
2025-05-29T15:00,22.5,London
2025-05-29T16:00,23.1,London
2025-05-29T17:00,22.2,London
2025-05-29T18:00,21.6,London
2025-05-29T19:00,21.1,London
2025-05-29T20:00,20.0,London
2025-05-29T21:00,18.9,London
2025-05-29T22:00,18.0,London
2025-05-29T23:00,16.8,London
2025-05-30T00:00,16.0,London
